row,col,field1,field2,field3,field4,parents_data1,parents_data2,value,year
32,8,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,American Indian or Alaska Native,NA,Advanced degree,21.7,2014
33,2,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Asian,NA,Total number,NA,2014
33,3,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Asian,NA,NA,NA,2014
33,4,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Asian,Parental education attainment (%),All,NA,2014
33,5,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Asian,NA,High school or less,NA,2014
33,6,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Asian,NA,Some collegea,NA,2014
33,7,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Asian,NA,Bachelor's degree,NA,2014
33,8,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Asian,NA,Advanced degree,NA,2014
34,1,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Asian,NA,NA,NA,2014
34,2,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Asian,NA,Total number,2740,2014
34,3,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Asian,NA,NA,NA,2014
34,4,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Asian,Parental education attainment (%),All,100,2014
34,5,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Asian,NA,High school or less,20.5,2014
34,6,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Asian,NA,Some collegea,9.4,2014
34,7,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Asian,NA,Bachelor's degree,26.1,2014
34,8,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Asian,NA,Advanced degree,43.9,2014
35,1,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Asian,NA,NA,NA,2014
35,2,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Asian,NA,Total number,2745,2014
35,3,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Asian,NA,NA,NA,2014
35,4,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Asian,Parental education attainment (%),All,100,2014
35,5,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Asian,NA,High school or less,31,2014
35,6,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Asian,NA,Some collegea,11.9,2014
35,7,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Asian,NA,Bachelor's degree,30.1,2014
35,8,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Asian,NA,Advanced degree,27,2014
36,2,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Black or African American,NA,Total number,NA,2014
36,3,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Black or African American,NA,NA,NA,2014
36,4,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Black or African American,Parental education attainment (%),All,NA,2014
36,5,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Black or African American,NA,High school or less,NA,2014
36,6,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Black or African American,NA,Some collegea,NA,2014
36,7,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Black or African American,NA,Bachelor's degree,NA,2014
36,8,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Black or African American,NA,Advanced degree,NA,2014
37,1,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Black or African American,NA,NA,NA,2014
37,2,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Black or African American,NA,Total number,1948,2014
37,3,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Black or African American,NA,NA,NA,2014
37,4,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Black or African American,Parental education attainment (%),All,100,2014
37,5,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Black or African American,NA,High school or less,40.4,2014
37,6,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Black or African American,NA,Some collegea,20.8,2014
37,7,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Black or African American,NA,Bachelor's degree,16,2014
37,8,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Black or African American,NA,Advanced degree,22.8,2014
38,1,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Black or African American,NA,NA,NA,2014
38,2,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Black or African American,NA,Total number,2019,2014
38,3,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Black or African American,NA,NA,NA,2014
38,4,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Black or African American,Parental education attainment (%),All,100,2014
38,5,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Black or African American,NA,High school or less,36.9,2014
38,6,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Black or African American,NA,Some collegea,21.2,2014
38,7,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Black or African American,NA,Bachelor's degree,18.1,2014
38,8,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,Black or African American,NA,Advanced degree,23.8,2014
39,2,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,White,NA,Total number,NA,2014
39,3,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,White,NA,NA,NA,2014
39,4,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,White,Parental education attainment (%),All,NA,2014
39,5,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,White,NA,High school or less,NA,2014
39,6,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,White,NA,Some collegea,NA,2014
39,7,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,White,NA,Bachelor's degree,NA,2014
39,8,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,White,NA,Advanced degree,NA,2014
40,1,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,White,NA,NA,NA,2014
40,2,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,White,NA,Total number,23875,2014
40,3,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,White,NA,NA,NA,2014
40,4,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,White,Parental education attainment (%),All,100,2014
40,5,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,White,NA,High school or less,18.7,2014
40,6,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,White,NA,Some collegea,14.1,2014
40,7,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,White,NA,Bachelor's degree,25.6,2014
40,8,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,White,NA,Advanced degree,41.6,2014
41,1,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,White,NA,NA,NA,2014
41,2,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,White,NA,Total number,23967,2014
41,3,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,White,NA,NA,NA,2014
41,4,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,White,Parental education attainment (%),All,100,2014
41,5,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,White,NA,High school or less,21.3,2014
41,6,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,White,NA,Some collegea,18.4,2014
41,7,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,White,NA,Bachelor's degree,28.8,2014
41,8,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,White,NA,Advanced degree,31.6,2014
42,2,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,More than one race,NA,Total number,NA,2014
42,3,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,More than one race,NA,NA,NA,2014
42,4,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,More than one race,Parental education attainment (%),All,NA,2014
42,5,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,More than one race,NA,High school or less,NA,2014
42,6,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,More than one race,NA,Some collegea,NA,2014
42,7,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,More than one race,NA,Bachelor's degree,NA,2014
42,8,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,More than one race,NA,Advanced degree,NA,2014
43,1,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,More than one race,NA,NA,NA,2014
43,2,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,More than one race,NA,Total number,841,2014
43,3,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,More than one race,NA,NA,NA,2014
43,4,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,More than one race,Parental education attainment (%),All,100,2014
43,5,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,More than one race,NA,High school or less,19.3,2014
43,6,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,More than one race,NA,Some collegea,16.4,2014
43,7,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,More than one race,NA,Bachelor's degree,20.9,2014
43,8,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,More than one race,NA,Advanced degree,43.4,2014
44,1,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,More than one race,NA,NA,NA,2014
44,2,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,More than one race,NA,Total number,847,2014
44,3,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,More than one race,NA,NA,NA,2014
44,4,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,More than one race,Parental education attainment (%),All,100,2014
44,5,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Not Hispanic or Latino,More than one race,NA,High school or less,23.7,2014
